Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,credit_duration_ratio
27,0,2,1,0,0,3123,24,1,1,130.125
42,1,2,0,0,0,5493,36,1,0,152.58333333333334
49,1,2,1,1,2,1126,9,5,0,125.11111111111111
38,1,2,1,1,1,1216,24,5,1,50.666666666666664
24,0,2,2,0,0,1207,24,1,1,50.291666666666664
27,1,1,1,4,3,1309,10,1,1,130.9
36,1,2,1,2,2,2360,15,1,0,157.33333333333334
34,1,3,1,1,1,6850,15,1,1,456.6666666666667
28,1,2,1,0,3,1413,24,5,0,58.875
45,1,3,1,1,3,8588,39,1,0,220.2051282051282
26,1,2,1,0,0,759,12,1,1,63.25
32,1,3,0,0,3,4686,36,1,0,130.16666666666666
26,1,2,2,0,2,2687,15,0,0,179.13333333333333
20,1,2,2,0,1,585,12,5,0,48.75
54,1,2,1,4,3,2255,24,1,0,93.95833333333333
37,0,2,1,0,0,609,6,1,0,101.5
40,1,1,1,0,0,1361,6,1,0,226.83333333333334
23,0,2,2,0,3,7127,36,4,1,197.97222222222223
43,1,2,1,1,0,1203,6,1,0,200.5
36,1,2,0,4,3,700,6,5,0,116.66666666666667
44,1,2,0,0,3,5507,24,6,0,229.45833333333334
24,0,2,1,0,0,3190,18,5,1,177.22222222222223
53,1,2,0,0,0,7119,48,4,1,148.3125
23,0,2,1,1,3,3488,24,1,0,145.33333333333334
26,0,1,1,0,1,1113,18,5,0,61.833333333333336
30,1,2,1,0,1,7966,26,1,0,306.38461538461536
31,0,2,1,1,3,1532,15,3,0,102.13333333333334
42,1,1,1,0,3,1503,4,5,0,375.75
31,1,2,2,0,0,2302,36,5,1,63.94444444444444
41,1,1,1,0,0,662,6,1,0,110.33333333333333
32,1,2,1,0,1,2273,36,3,0,63.138888888888886
28,0,2,2,1,1,2631,15,1,1,175.4
41,1,2,2,0,3,1503,12,1,0,125.25
26,1,2,1,1,3,1311,24,5,0,54.625
25,1,2,1,4,3,3105,24,5,0,129.375
33,1,2,2,0,2,2319,21,3,1,110.42857142857143
75,0,3,1,4,0,1374,6,1,0,229.0
37,0,2,1,0,1,3612,18,4,0,200.66666666666666
42,1,3,0,0,0,7763,48,1,1,161.72916666666666
45,0,1,1,0,2,3049,18,4,0,169.38888888888889
23,1,2,2,0,1,1534,12,5,1,127.83333333333333
60,1,2,0,0,3,2032,24,1,0,84.66666666666667
31,1,2,1,4,0,6350,30,4,1,211.66666666666666
34,1,1,1,0,2,2864,18,4,1,159.11111111111111
61,1,1,1,0,3,1255,12,1,0,104.58333333333333
43,1,2,0,0,0,1333,24,1,1,55.541666666666664
37,0,2,1,0,3,2022,24,1,0,84.25
32,1,2,1,0,3,1552,24,5,0,64.66666666666667
24,0,1,1,0,0,626,12,5,1,52.166666666666664
35,1,2,0,4,3,8858,48,1,0,184.54166666666666
23,0,2,1,4,3,996,12,6,0,83.0
45,1,1,1,2,3,1750,6,5,0,291.6666666666667
34,1,2,1,0,0,6999,48,5,1,145.8125
27,1,2,1,1,1,1995,12,1,0,166.25
67,0,3,1,0,1,1199,9,3,0,133.22222222222223
22,1,2,1,0,1,1331,12,5,1,110.91666666666667
28,0,2,1,1,1,2278,18,1,1,126.55555555555556
29,0,2,1,4,3,5003,21,1,1,238.23809523809524
27,1,2,1,0,0,3552,24,4,1,148.0
31,1,1,1,0,1,1928,18,4,1,107.11111111111111
49,1,2,0,4,0,2964,24,1,0,123.5
24,1,1,2,0,0,1546,24,5,1,64.41666666666667
29,0,2,1,0,2,683,6,5,0,113.83333333333333
37,1,2,0,4,1,12389,36,1,1,344.1388888888889
37,1,3,1,4,1,4712,24,0,0,196.33333333333334
23,0,2,2,1,1,1553,24,5,0,64.70833333333333
36,1,2,1,0,0,1372,12,1,1,114.33333333333333
34,1,2,1,3,3,2578,24,5,0,107.41666666666667
41,1,2,1,4,1,3979,48,5,0,82.89583333333333
31,0,2,1,0,0,6758,48,5,1,140.79166666666666
23,0,1,2,0,0,3234,24,4,1,134.75
38,1,2,1,0,3,5954,30,5,0,198.46666666666667
26,0,3,2,4,3,5433,24,1,0,226.375
22,0,1,1,0,0,806,15,0,0,53.733333333333334
27,1,1,1,0,1,1082,9,5,0,120.22222222222223
24,0,2,1,0,3,2788,15,4,0,185.86666666666667
27,0,2,1,0,1,2930,12,5,0,244.16666666666666
33,0,2,1,4,3,1927,24,3,0,80.29166666666667
27,1,2,1,0,1,2820,36,1,1,78.33333333333333
27,1,1,1,0,3,937,24,3,0,39.041666666666664
30,1,2,1,0,1,1056,18,1,1,58.666666666666664
49,1,1,1,0,1,3124,12,1,0,260.3333333333333
26,0,2,2,0,3,1388,9,4,0,154.22222222222223
33,1,1,2,0,1,2384,36,6,1,66.22222222222223
52,0,3,0,4,3,2133,12,1,0,177.75
20,0,2,2,0,0,2039,18,4,1,113.27777777777777
36,1,2,2,0,0,2799,9,1,0,311.0
21,1,1,1,0,0,1289,12,4,0,107.41666666666667
47,1,1,1,0,0,1217,18,2,1,67.61111111111111
60,1,2,1,0,0,2246,12,4,1,187.16666666666666
58,0,1,1,0,0,385,12,5,0,32.083333333333336
42,0,2,2,4,1,1965,24,1,0,81.875
36,0,1,1,3,3,1572,21,0,0,74.85714285714286
20,0,1,2,0,1,2718,24,1,1,113.25
40,1,3,1,4,0,1358,24,7,1,56.583333333333336
32,0,1,1,1,1,931,6,1,1,155.16666666666666
23,0,2,2,0,0,1442,24,1,1,60.083333333333336
36,1,1,1,0,1,4241,24,0,1,176.70833333333334
31,1,2,1,0,3,2775,18,1,1,154.16666666666666
32,1,2,0,0,3,3863,24,0,0,160.95833333333334
45,0,2,1,0,1,2329,7,5,0,332.7142857142857
30,0,2,1,0,1,918,9,4,1,102.0
34,0,1,0,0,1,1837,24,3,1,76.54166666666667
28,0,3,1,0,3,3349,36,4,1,93.02777777777777
23,0,2,1,0,2,1275,10,4,0,127.5
22,1,2,1,2,0,2828,24,4,0,117.83333333333333
74,1,3,1,0,3,4526,24,0,0,188.58333333333334
50,0,2,0,1,1,2671,36,5,1,74.19444444444444
33,1,2,1,0,3,2051,18,5,0,113.94444444444444
45,1,2,0,4,3,1300,15,1,0,86.66666666666667
22,0,2,1,1,0,741,12,2,1,61.75
48,0,1,0,1,2,1240,10,1,1,124.0
29,0,2,1,3,0,3357,21,5,0,159.85714285714286
22,0,2,2,0,0,3632,24,1,0,151.33333333333334
22,0,2,1,0,3,1808,18,4,1,100.44444444444444
48,1,3,1,4,1,12204,48,0,0,254.25
27,1,3,0,4,1,9157,60,5,0,152.61666666666667
37,1,2,2,0,0,3676,6,1,0,612.6666666666666
21,0,2,2,1,1,3441,30,4,1,114.7
49,1,1,1,0,3,640,12,1,0,53.333333333333336
27,1,2,1,0,1,3652,21,0,0,173.9047619047619
32,1,2,1,0,3,1530,18,1,1,85.0
38,1,2,1,4,3,3914,48,0,1,81.54166666666667
22,0,2,2,0,0,1858,12,4,0,154.83333333333334
65,1,2,0,0,0,2600,18,5,1,144.44444444444446
35,1,2,1,4,3,1979,15,5,0,131.93333333333334
41,1,2,1,0,2,2116,6,4,0,352.6666666666667
29,1,2,1,1,1,1437,9,1,1,159.66666666666666
36,1,2,1,2,3,4042,42,4,0,96.23809523809524
64,1,1,1,4,3,3832,9,3,0,425.77777777777777
28,0,2,1,0,0,3660,24,5,0,152.5
44,1,2,1,0,0,1553,18,4,1,86.27777777777777
23,1,2,1,4,1,1444,15,5,0,96.26666666666667
19,0,2,2,0,3,1980,9,4,1,220.0
25,0,1,1,0,1,1355,24,1,1,56.458333333333336
47,1,2,1,0,3,1393,12,3,0,116.08333333333333
28,0,2,1,2,3,1376,24,5,0,57.333333333333336
21,1,2,1,0,3,15653,60,5,0,260.8833333333333
34,0,2,1,0,3,1493,12,5,0,124.41666666666667
26,1,2,1,0,0,4370,42,5,1,104.04761904761905
27,0,0,1,0,0,750,18,3,1,41.666666666666664
38,1,1,1,0,1,1308,15,6,0,87.2
40,1,3,1,1,3,4623,15,3,1,308.2
33,1,2,1,0,3,1851,24,5,0,77.125
32,1,3,1,0,0,1880,18,5,0,104.44444444444444
27,1,2,2,4,3,7980,36,0,1,221.66666666666666
32,1,2,1,0,0,4583,30,4,0,152.76666666666668
26,0,2,1,2,3,1386,12,1,1,115.5
38,1,2,0,0,2,947,24,1,1,39.458333333333336
40,1,1,2,0,0,684,12,3,1,57.0
50,1,3,0,0,0,7476,48,3,0,155.75
37,1,1,1,0,1,1922,12,4,1,160.16666666666666
45,1,2,1,0,0,2303,24,1,1,95.95833333333333
42,1,3,1,1,1,8086,36,1,1,224.61111111111111
35,1,2,1,0,3,2346,24,1,0,97.75
22,1,2,0,0,0,3973,14,1,0,283.7857142857143
41,1,1,1,0,1,888,12,1,1,74.0
37,1,2,1,4,3,10222,48,5,0,212.95833333333334
28,0,2,1,0,1,4221,30,0,0,140.7
41,1,2,1,0,1,6361,18,4,0,353.3888888888889
23,1,2,2,0,2,1297,12,5,0,108.08333333333333
23,1,2,1,4,0,900,12,1,1,75.0
50,1,2,1,0,3,2241,21,4,0,106.71428571428571
35,1,3,1,0,1,1050,6,4,0,175.0
50,0,1,1,0,2,1047,6,3,0,174.5
27,1,3,1,0,3,6314,24,7,0,263.0833333333333
34,1,2,1,3,1,3496,30,4,0,116.53333333333333
27,0,2,1,0,3,3609,48,0,0,75.1875
43,1,2,2,0,0,4843,12,1,1,403.5833333333333
47,1,2,1,0,2,3017,30,5,0,100.56666666666666
27,1,1,1,1,3,4139,24,0,0,172.45833333333334
31,1,2,1,1,3,5742,36,0,0,159.5
42,1,3,1,0,3,10366,60,1,0,172.76666666666668
24,1,2,1,2,3,2080,6,1,0,346.6666666666667
41,1,1,1,2,3,2580,21,0,1,122.85714285714286
26,0,3,2,0,3,4530,30,5,0,151.0
33,1,2,1,0,3,5150,24,4,0,214.58333333333334
24,1,2,1,1,1,5595,72,5,1,77.70833333333333
64,1,1,2,0,0,2384,24,5,0,99.33333333333333
26,0,2,1,0,3,1453,18,5,0,80.72222222222223
56,0,2,1,0,3,1538,6,3,0,256.3333333333333
37,1,2,0,4,3,2279,12,5,0,189.91666666666666
33,1,2,1,0,3,1478,15,5,0,98.53333333333333
47,1,2,0,0,3,5103,24,5,0,212.625
31,1,1,1,1,1,9857,36,0,0,273.80555555555554
34,1,2,0,4,3,6527,60,1,0,108.78333333333333
27,1,2,1,4,2,1347,10,5,0,134.7
30,1,2,0,1,1,2862,36,1,0,79.5
35,1,2,1,1,3,2753,9,5,0,305.8888888888889
31,1,2,1,3,0,3651,12,1,0,304.25
25,1,2,1,0,0,975,15,4,0,65.0
25,0,1,1,1,1,2631,15,6,0,175.4
29,1,2,1,1,1,2896,24,5,0,120.66666666666667
44,1,1,1,4,0,4716,6,1,0,786.0
28,1,2,1,0,3,2284,24,5,0,95.16666666666667
50,1,2,2,2,3,1236,6,1,0,206.0
29,1,2,1,0,1,1103,12,5,0,91.91666666666667
38,0,0,1,0,3,926,12,1,0,77.16666666666667
24,1,2,1,0,3,1800,18,5,0,100.0
40,1,3,2,0,2,1905,15,3,0,127.0
29,0,1,2,2,3,1123,12,4,1,93.58333333333333
46,1,2,0,0,0,6331,48,1,1,131.89583333333334
47,0,2,0,1,2,1377,24,5,0,57.375
41,1,2,1,1,1,2503,30,0,0,83.43333333333334
32,0,2,1,0,1,2528,27,0,0,93.62962962962963
35,0,2,0,2,3,5324,15,1,0,354.93333333333334
24,1,2,1,1,1,6560,48,1,1,136.66666666666666
25,0,2,2,0,1,2969,12,4,1,247.41666666666666
25,0,2,1,0,1,1206,9,5,0,134.0
37,1,1,1,0,1,2118,9,5,0,235.33333333333334
32,1,3,1,2,3,629,18,5,0,34.94444444444444
35,0,2,0,0,0,1198,6,3,1,199.66666666666666
46,1,3,1,4,3,2476,21,1,0,117.9047619047619
25,1,1,1,0,0,1138,9,5,0,126.44444444444444
27,1,3,1,0,1,14027,60,1,1,233.78333333333333
63,1,2,1,4,3,7596,30,1,0,253.2
40,1,2,1,4,3,3077,30,5,0,102.56666666666666
32,1,3,0,0,3,1505,18,5,0,83.61111111111111
31,1,2,1,4,2,3148,24,5,0,131.16666666666666
31,1,2,1,1,1,6148,20,1,0,307.4
34,1,3,1,0,2,1337,9,5,1,148.55555555555554
24,0,2,2,3,1,433,6,3,1,72.16666666666667
24,0,1,1,0,0,1228,12,1,1,102.33333333333333
66,0,1,1,2,1,790,9,5,0,87.77777777777777
21,0,2,2,0,3,2570,27,1,1,95.18518518518519
41,0,1,1,3,3,250,6,1,0,41.666666666666664
47,1,1,1,2,3,1316,15,5,0,87.73333333333333
25,0,2,2,0,0,1882,18,5,1,104.55555555555556
59,0,2,2,0,1,6416,48,0,1,133.66666666666666
36,1,2,1,3,2,1275,24,0,0,53.125
33,1,2,1,0,1,6403,24,5,0,266.7916666666667
21,1,1,2,0,0,1987,24,5,1,82.79166666666667
44,0,1,1,0,1,760,8,5,0,95.0
28,0,2,2,3,3,2603,24,1,0,108.45833333333333
37,0,2,1,0,3,3380,4,1,0,845.0
29,0,0,1,4,1,3990,36,2,0,110.83333333333333
23,0,3,2,0,1,11560,24,1,1,481.6666666666667
35,1,1,1,1,0,4380,18,1,0,243.33333333333334
45,1,3,1,0,3,6761,6,1,0,1126.8333333333333
26,0,1,2,1,1,4280,30,0,1,142.66666666666666
32,1,2,1,1,0,2325,24,1,0,96.875
23,1,1,1,0,1,1048,10,5,0,104.8
41,1,2,1,4,3,3160,21,5,0,150.47619047619048
22,1,2,1,2,0,2483,24,4,0,103.45833333333333
30,1,3,1,4,0,14179,39,4,0,363.56410256410254
28,1,1,1,0,0,1797,13,0,0,138.23076923076923
23,0,2,2,0,0,2511,15,1,0,167.4
37,0,1,1,0,0,1274,12,1,1,106.16666666666667
26,1,2,1,4,3,5248,21,1,0,249.9047619047619
33,1,2,1,0,3,3029,15,1,0,201.93333333333334
49,0,2,1,0,0,428,6,4,0,71.33333333333333
23,0,1,1,0,0,976,18,1,1,54.22222222222222
23,0,1,2,1,1,841,12,0,0,70.08333333333333
25,0,2,1,0,3,5771,30,5,0,192.36666666666667
55,1,2,0,3,3,1555,12,6,1,129.58333333333334
32,0,2,2,4,0,1285,24,1,1,53.541666666666664
74,1,0,1,0,2,1299,6,1,0,216.5
39,1,2,0,4,2,1271,15,5,1,84.73333333333333
31,1,2,1,0,3,1393,24,1,0,58.041666666666664
35,1,2,1,0,0,691,12,1,1,57.583333333333336
59,0,2,1,4,3,5045,15,1,0,336.3333333333333
24,0,2,2,0,0,2124,18,4,1,118.0
24,1,1,1,0,0,2214,12,5,0,184.5
30,1,3,0,4,3,12680,21,1,1,603.8095238095239
27,1,2,1,1,3,2463,24,1,0,102.625
40,1,1,1,0,1,1155,12,5,0,96.25
31,1,1,1,0,0,3108,30,4,1,103.6
31,0,2,2,4,3,2901,10,1,0,290.1
28,1,2,2,0,1,3617,12,4,0,301.4166666666667
63,1,1,1,0,3,1655,12,5,0,137.91666666666666
26,0,2,2,4,0,2812,24,1,0,117.16666666666667
25,0,3,1,0,0,8065,36,3,1,224.02777777777777
36,1,3,1,0,3,3275,21,1,0,155.95238095238096
52,1,2,1,1,3,2223,24,5,0,92.625
66,1,0,0,2,2,1480,12,1,0,123.33333333333333
25,0,2,2,4,0,1371,24,1,1,57.125
37,1,2,1,0,3,3535,36,1,0,98.19444444444444
25,0,2,1,0,0,3509,18,5,0,194.94444444444446
38,1,3,1,3,3,5711,36,1,0,158.63888888888889
67,0,2,1,0,1,3872,18,6,0,215.11111111111111
25,1,2,1,0,1,4933,39,5,1,126.48717948717949
60,1,2,1,3,3,1940,24,1,0,80.83333333333333
31,1,1,1,0,1,1410,12,3,0,117.5
23,0,1,1,1,1,836,12,1,1,69.66666666666667
60,1,3,1,4,1,6468,20,1,0,323.4
35,1,1,1,3,1,1941,18,0,0,107.83333333333333
40,1,2,1,2,3,2675,22,5,0,121.5909090909091
38,1,2,1,4,3,2751,48,1,0,57.3125
50,1,2,0,0,1,6224,48,3,1,129.66666666666666
27,1,2,1,0,0,5998,40,3,1,149.95
39,0,2,1,0,1,1188,21,0,1,56.57142857142857
41,1,3,1,4,3,6313,24,1,0,263.0416666666667
27,1,2,1,4,3,1221,6,4,0,203.5
51,1,2,0,0,2,2892,24,4,0,120.5
32,1,2,2,2,3,3062,24,4,0,127.58333333333333
22,0,2,2,1,3,2301,9,4,0,255.66666666666666
51,1,2,0,4,0,7511,18,1,1,417.27777777777777
22,0,1,2,0,3,1258,12,4,0,104.83333333333333
54,1,2,1,4,3,717,24,1,0,29.875
35,1,0,1,4,1,1549,9,1,0,172.11111111111111
54,1,2,0,0,3,1597,24,3,0,66.54166666666667
48,0,1,2,0,1,1795,18,5,0,99.72222222222223
24,0,2,1,0,0,4272,20,4,0,213.6
35,1,2,1,4,3,976,12,5,0,81.33333333333333
24,0,0,2,4,1,7472,12,1,0,622.6666666666666
24,1,2,1,0,0,9271,36,1,1,257.52777777777777
26,1,1,1,0,1,590,6,5,0,98.33333333333333
65,1,2,1,4,3,930,12,5,0,77.5
55,1,3,0,0,1,9283,42,1,0,221.02380952380952
26,0,0,2,0,1,1778,15,1,1,118.53333333333333
26,1,2,1,0,1,907,8,0,0,113.375
28,1,1,1,0,1,484,6,5,0,80.66666666666667
24,1,2,1,0,0,9629,36,1,1,267.47222222222223
54,1,2,1,0,0,3051,48,2,1,63.5625
46,1,2,0,0,0,3931,48,1,1,81.89583333333333
54,0,2,2,0,1,7432,36,1,0,206.44444444444446
62,1,2,1,2,3,1338,6,2,0,223.0
24,0,2,2,0,3,1554,6,5,0,259.0
43,1,3,1,0,0,15857,36,7,0,440.47222222222223
26,1,2,1,0,0,1345,18,5,1,74.72222222222223
27,1,2,1,0,3,1101,12,1,0,91.75
24,1,2,1,0,2,3016,12,5,0,251.33333333333334
41,1,2,1,0,0,2712,36,4,1,75.33333333333333
47,1,1,1,0,0,731,8,1,0,91.375
35,1,3,1,0,3,3780,18,4,0,210.0
30,1,2,1,0,0,1602,21,1,0,76.28571428571429
33,0,2,2,0,0,3966,18,1,1,220.33333333333334
36,1,2,1,0,3,4165,18,0,1,231.38888888888889
47,1,2,0,4,0,8335,36,1,1,231.52777777777777
38,1,2,0,4,1,6681,48,0,0,139.1875
44,1,2,1,2,3,2375,24,0,0,98.95833333333333
23,0,2,2,0,0,1216,18,1,1,67.55555555555556
29,1,2,2,0,0,11816,45,0,1,262.5777777777778
42,0,2,1,4,1,5084,24,5,0,211.83333333333334
25,0,1,1,0,2,2327,15,5,1,155.13333333333333
48,1,2,1,0,0,1082,12,1,1,90.16666666666667
21,0,2,1,4,3,886,12,5,0,73.83333333333333
23,0,1,2,0,3,601,4,4,0,150.25
63,1,2,1,0,0,2957,24,1,0,123.20833333333333
46,1,2,1,0,3,2611,24,5,0,108.79166666666667
29,1,2,1,0,0,5179,36,4,1,143.86111111111111
28,1,1,1,0,3,2993,21,1,0,142.52380952380952
23,0,2,1,0,3,1943,18,6,1,107.94444444444444
50,1,2,1,0,3,1559,24,0,0,64.95833333333333
47,1,2,1,0,3,3422,18,4,0,190.11111111111111
35,1,2,1,4,1,3976,21,4,0,189.33333333333334
68,1,2,2,4,3,6761,18,1,1,375.6111111111111
28,1,2,1,0,3,1249,24,1,0,52.041666666666664
59,1,2,1,0,0,1364,9,5,0,151.55555555555554
57,1,1,1,0,0,709,12,5,1,59.083333333333336
33,1,2,2,0,0,2235,20,1,1,111.75
43,1,2,1,4,3,4042,24,1,0,168.41666666666666
35,1,2,0,0,3,1471,15,5,0,98.06666666666666
32,1,1,0,0,0,1442,18,1,1,80.11111111111111
45,1,2,1,0,3,10875,36,1,0,302.0833333333333
33,1,2,1,1,3,1474,24,1,0,61.416666666666664
40,0,2,1,4,3,894,10,3,0,89.4
28,1,2,0,0,3,3343,15,4,0,222.86666666666667
29,0,2,1,0,0,3959,15,1,1,263.93333333333334
26,1,2,2,1,3,3577,9,1,0,397.44444444444446
27,1,2,1,3,3,5804,24,1,0,241.83333333333334
28,1,2,1,0,3,2169,18,0,1,120.5
35,0,2,1,0,0,2439,24,5,1,101.625
32,1,1,1,3,3,4526,27,4,0,167.62962962962962
25,1,1,2,0,3,2210,10,4,1,221.0
20,0,2,2,2,3,2221,15,4,0,148.06666666666666
27,0,2,1,0,0,2389,18,5,0,132.72222222222223
42,1,2,1,0,3,3331,12,4,0,277.5833333333333
37,1,2,1,4,3,7409,36,0,0,205.80555555555554
24,0,2,2,0,0,652,12,4,0,54.333333333333336
40,0,2,1,2,3,7678,36,4,0,213.27777777777777
46,1,2,1,0,2,1343,6,1,0,223.83333333333334
26,1,2,1,1,0,1382,24,0,0,57.583333333333336
24,0,2,1,4,3,874,15,2,0,58.266666666666666
29,1,1,1,0,0,3590,12,4,0,299.1666666666667
40,0,2,1,3,1,1322,11,1,0,120.18181818181819
36,1,3,0,0,0,1940,18,5,0,107.77777777777777
28,1,2,1,0,3,3595,36,5,0,99.86111111111111
27,1,3,0,0,0,1422,9,1,1,158.0
36,1,2,1,4,3,6742,30,5,0,224.73333333333332
38,1,3,1,0,3,7814,24,1,0,325.5833333333333
48,1,2,0,4,3,9277,24,1,0,386.5416666666667
36,1,2,1,4,1,2181,30,1,0,72.7
65,0,0,1,0,3,1098,18,5,0,61.0
43,1,2,1,0,1,4057,24,4,1,169.04166666666666
53,0,2,1,0,0,795,12,3,1,66.25
34,1,2,1,4,1,2825,24,0,0,117.70833333333333
23,1,2,1,0,1,15672,48,0,1,326.5
34,1,3,1,0,3,6614,36,1,0,183.72222222222223
40,1,2,2,4,3,7824,28,1,0,279.42857142857144
43,1,3,1,0,0,2442,27,0,0,90.44444444444444
46,1,2,1,0,3,1829,15,5,0,121.93333333333334
38,1,1,1,0,0,2171,12,1,0,180.91666666666666
34,1,2,1,0,1,5800,36,1,0,161.11111111111111
29,1,2,1,4,3,1169,18,5,0,64.94444444444444
31,1,3,1,4,3,8947,36,1,0,248.52777777777777
28,0,3,2,0,0,2606,21,5,0,124.0952380952381
35,0,2,1,3,3,1592,12,4,0,132.66666666666666
33,0,1,2,4,3,2186,15,4,0,145.73333333333332
42,1,2,1,0,0,4153,18,4,1,230.72222222222223
43,1,2,2,0,0,2625,16,1,1,164.0625
44,1,2,1,4,3,3485,20,1,0,174.25
42,1,2,0,4,3,10477,36,1,0,291.02777777777777
40,1,2,2,4,3,1386,15,5,0,92.4
36,1,3,1,0,3,1278,24,5,0,53.25
20,1,3,2,0,0,1107,12,5,0,92.25
24,1,1,1,4,0,3763,21,1,0,179.1904761904762
27,1,2,1,4,1,3711,36,3,0,103.08333333333333
46,0,1,1,0,3,3594,15,1,0,239.6
33,0,1,1,4,1,3195,9,1,0,355.0
34,0,2,1,0,3,4454,36,5,0,123.72222222222223
25,0,1,1,0,1,4736,24,4,1,197.33333333333334
25,0,2,1,4,1,2991,30,5,0,99.7
28,1,2,1,3,3,2142,11,0,0,194.72727272727272
31,1,2,2,0,0,3161,24,0,1,131.70833333333334
32,0,3,1,0,1,18424,48,7,1,383.8333333333333
32,1,2,1,1,3,2848,10,1,0,284.8
68,1,3,1,0,0,14896,6,1,1,2482.6666666666665
33,1,2,1,1,0,2359,24,4,1,98.29166666666667
39,1,3,2,0,0,3345,24,4,1,139.375
28,0,2,1,0,3,1817,18,4,0,100.94444444444444
37,1,3,1,2,3,12749,48,5,0,265.6041666666667
22,0,2,2,0,0,1366,9,5,1,151.77777777777777
30,1,2,2,0,1,2002,12,1,0,166.83333333333334
55,1,2,1,0,0,6872,24,4,1,286.3333333333333
46,1,2,1,0,0,697,12,1,1,58.083333333333336
21,0,2,2,0,0,1049,18,4,0,58.27777777777778
39,1,2,0,0,0,10297,48,1,1,214.52083333333334
58,1,2,1,4,3,1867,30,5,0,62.233333333333334
43,1,1,1,0,0,1344,12,1,0,112.0
24,1,1,1,0,0,1747,24,4,0,72.79166666666667
22,0,2,1,0,1,1670,9,5,1,185.55555555555554
30,1,2,1,0,3,1224,9,1,0,136.0
42,1,2,1,2,3,522,12,5,0,43.5
23,0,2,1,0,0,1498,12,5,0,124.83333333333333
30,1,3,1,1,1,1919,30,5,1,63.96666666666667
28,0,1,1,0,2,745,9,5,1,82.77777777777777
30,1,3,2,0,1,2063,6,5,0,343.8333333333333
42,1,2,0,0,1,6288,60,3,1,104.8
46,1,3,1,4,3,6842,24,1,0,285.0833333333333
45,1,3,1,4,3,3527,12,1,0,293.9166666666667
31,1,1,1,0,3,1546,10,1,0,154.6
31,1,2,1,4,3,929,24,4,0,38.708333333333336
42,1,1,1,0,3,1455,4,1,0,363.75
46,0,2,2,0,0,1845,15,4,0,123.0
30,0,2,1,2,1,8358,48,1,0,174.125
30,1,2,0,2,0,3349,24,4,1,139.54166666666666
38,1,3,1,4,3,2859,12,1,0,238.25
43,1,1,1,0,3,1533,18,4,1,85.16666666666667
31,1,2,1,1,3,3621,24,5,1,150.875
40,1,0,1,0,1,3590,18,0,0,199.44444444444446
24,1,2,1,0,0,2145,36,0,1,59.583333333333336
28,0,2,2,2,1,4113,24,1,1,171.375
26,0,3,1,0,3,10974,36,4,1,304.8333333333333
29,0,2,1,0,0,1893,12,1,0,157.75
57,0,3,2,3,0,1231,24,5,0,51.291666666666664
49,1,1,1,4,2,3656,30,5,0,121.86666666666666
37,1,1,1,0,1,1154,9,5,0,128.22222222222223
45,1,1,1,0,0,4006,28,1,1,143.07142857142858
30,1,2,0,1,1,3069,24,4,0,127.875
30,1,2,2,0,3,1740,6,5,0,290.0
47,1,2,1,0,1,2353,21,1,0,112.04761904761905
29,1,2,1,4,3,3556,15,1,0,237.06666666666666
35,1,2,1,2,3,2397,24,5,1,99.875
22,1,1,1,0,1,454,6,6,0,75.66666666666667
26,0,2,1,4,1,1715,30,5,0,57.166666666666664
23,1,1,1,2,1,2520,27,5,1,93.33333333333333
54,0,3,2,0,3,3568,15,5,0,237.86666666666667
29,1,2,2,4,3,7166,42,5,0,170.61904761904762
40,1,1,1,0,0,3939,11,1,0,358.09090909090907
22,1,2,1,1,1,1514,15,6,0,100.93333333333334
43,1,1,1,0,3,7393,24,1,0,308.0416666666667
29,0,0,2,0,0,1193,24,1,1,49.708333333333336
36,1,2,2,0,0,7297,60,0,1,121.61666666666666
33,0,2,1,0,3,2831,30,5,0,94.36666666666666
57,0,1,1,2,2,1258,24,5,0,52.416666666666664
64,0,2,1,0,1,753,6,5,0,125.5
42,1,2,1,4,1,2427,18,0,0,134.83333333333334
47,1,1,1,0,3,2538,24,1,1,105.75
25,1,2,2,1,1,1264,15,1,1,84.26666666666667
49,1,2,1,0,1,8386,30,4,1,279.53333333333336
33,1,3,2,0,3,4844,48,0,1,100.91666666666667
28,0,3,1,1,2,2923,21,1,0,139.1904761904762
26,1,2,1,0,0,8229,36,1,1,228.58333333333334
30,1,1,1,0,3,2028,24,4,0,84.5
25,0,2,2,0,0,1433,15,4,0,95.53333333333333
33,1,2,1,0,2,6289,42,0,0,149.73809523809524
64,0,2,1,1,3,1409,13,5,0,108.38461538461539
29,1,3,0,0,0,6579,24,1,0,274.125
48,1,1,1,0,1,1743,24,5,0,72.625
37,1,1,1,4,3,3565,12,3,0,297.0833333333333
34,1,1,1,1,3,1569,15,5,0,104.6
23,1,1,2,4,0,1936,18,5,0,107.55555555555556
30,1,3,1,0,0,3959,36,4,0,109.97222222222223
50,1,2,1,4,3,2390,12,1,0,199.16666666666666
31,0,1,1,0,3,1736,12,4,0,144.66666666666666
40,1,3,1,0,0,3857,30,1,0,128.56666666666666
38,1,2,1,0,3,804,12,5,0,67.0
23,1,2,0,0,0,1845,45,5,1,41.0
27,1,2,1,1,1,4576,45,1,0,101.68888888888888
