Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,credit_duration_ratio
30,male,2,own,unknown,moderate,2028,12,car,good,169.0
47,male,1,own,little,moderate,958,12,car,good,79.83333333333333
34,male,3,own,moderate,unknown,1591,21,furniture/equipment,good,75.76190476190476
25,female,2,own,unknown,moderate,2762,12,furniture/equipment,bad,230.16666666666666
21,male,2,rent,little,moderate,2779,18,car,good,154.38888888888889
29,male,2,own,little,unknown,2743,28,radio/TV,good,97.96428571428571
46,male,2,own,rich,unknown,1149,18,radio/TV,good,63.833333333333336
20,male,2,own,little,unknown,1313,9,furniture/equipment,good,145.88888888888889
55,female,0,free,little,little,1190,18,repairs,bad,66.11111111111111
74,male,1,own,little,unknown,3448,5,business,good,689.6
29,male,3,own,little,moderate,11328,24,vacation/others,bad,472.0
36,male,3,free,little,little,1872,6,furniture/equipment,good,312.0
33,male,2,own,little,unknown,2058,24,repairs,good,85.75
25,male,2,own,little,little,2136,9,furniture/equipment,good,237.33333333333334
25,male,2,own,unknown,moderate,1484,12,radio/TV,bad,123.66666666666667
23,male,1,rent,quite rich,unknown,660,6,repairs,good,110.0
37,female,2,own,rich,unknown,1287,24,car,good,53.625
65,male,0,own,little,little,3394,42,repairs,good,80.80952380952381
26,female,0,own,little,rich,609,12,business,bad,50.75
39,male,3,own,little,unknown,1884,12,car,good,157.0
30,female,2,own,little,little,1620,12,furniture/equipment,good,135.0
29,male,2,own,little,moderate,2629,20,vacation/others,good,131.45
41,male,1,own,little,unknown,719,12,education,bad,59.916666666666664
30,female,3,own,little,moderate,5096,48,furniture/equipment,bad,106.16666666666667
41,female,1,rent,unknown,unknown,1244,9,education,good,138.22222222222223
34,female,2,own,little,little,1842,36,car,bad,51.166666666666664
35,male,2,own,little,moderate,2576,7,radio/TV,good,368.0
55,female,3,own,unknown,rich,1424,12,furniture/equipment,good,118.66666666666667
61,male,2,own,rich,moderate,1512,15,repairs,bad,100.8
30,male,3,own,unknown,unknown,11054,36,car,good,307.05555555555554
29,female,2,own,little,unknown,518,6,radio/TV,good,86.33333333333333
34,male,2,own,little,unknown,2759,12,furniture/equipment,good,229.91666666666666
35,male,3,own,little,unknown,2670,24,car,good,111.25
31,male,2,own,little,little,4817,24,car,bad,200.70833333333334
29,female,3,own,little,unknown,2679,24,car,good,111.625
36,male,2,rent,little,little,3905,11,car,good,355.0
35,male,2,free,little,little,3386,12,car,bad,282.1666666666667
27,female,2,own,little,little,343,6,domestic appliances,good,57.166666666666664
32,male,2,own,little,unknown,4594,18,radio/TV,good,255.22222222222223
37,male,2,own,little,little,3620,36,furniture/equipment,good,100.55555555555556
36,male,2,own,little,little,1721,15,car,good,114.73333333333333
34,female,3,rent,little,moderate,3017,12,furniture/equipment,good,251.41666666666666
38,male,2,own,unknown,moderate,754,12,education,good,62.833333333333336
34,male,2,own,little,unknown,1950,18,business,good,108.33333333333333
63,male,2,own,little,little,2924,24,car,good,121.83333333333333
29,female,1,rent,little,little,1659,24,radio/TV,bad,69.125
32,male,2,own,unknown,unknown,7238,48,radio/TV,good,150.79166666666666
26,female,2,own,little,unknown,2764,33,business,good,83.75757575757575
35,male,1,own,little,unknown,4679,24,car,good,194.95833333333334
22,male,2,rent,moderate,moderate,3092,24,radio/TV,bad,128.83333333333334
23,female,2,own,little,little,448,6,education,bad,74.66666666666667
28,male,1,own,little,little,654,9,car,bad,72.66666666666667
36,male,3,own,unknown,unknown,1238,6,education,good,206.33333333333334
33,male,2,own,little,moderate,1245,18,radio/TV,bad,69.16666666666667
26,female,2,rent,little,little,3114,18,furniture/equipment,bad,173.0
24,male,2,own,quite rich,unknown,2569,39,car,good,65.87179487179488
25,male,2,own,little,rich,5152,24,radio/TV,good,214.66666666666666
39,male,1,own,moderate,moderate,1037,12,business,good,86.41666666666667
44,male,2,own,little,little,1478,15,furniture/equipment,good,98.53333333333333
23,female,1,own,little,moderate,3573,12,radio/TV,good,297.75
26,male,2,own,little,moderate,1201,24,car,good,50.041666666666664
57,female,2,rent,rich,little,3622,30,furniture/equipment,good,120.73333333333333
30,female,2,own,rich,unknown,960,15,furniture/equipment,good,64.0
44,male,2,own,quite rich,unknown,1163,12,car,good,96.91666666666667
47,male,3,own,little,moderate,1209,6,car,bad,201.5
52,male,2,own,little,unknown,3077,12,radio/TV,good,256.4166666666667
62,female,2,free,little,unknown,3757,24,car,good,156.54166666666666
35,male,1,rent,moderate,unknown,1418,10,car,good,141.8
26,male,2,rent,little,unknown,3518,6,car,good,586.3333333333334
26,male,2,own,little,unknown,1934,12,radio/TV,good,161.16666666666666
42,female,3,free,little,moderate,8318,27,business,bad,308.0740740740741
27,female,2,own,moderate,unknown,1237,6,radio/TV,good,206.16666666666666
38,male,2,own,unknown,moderate,368,6,radio/TV,good,61.333333333333336
39,male,1,rent,little,little,2122,12,car,good,176.83333333333334
20,male,2,own,unknown,little,2996,24,furniture/equipment,bad,124.83333333333333
29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,bad,250.94444444444446
40,male,2,own,little,unknown,1585,24,furniture/equipment,good,66.04166666666667
32,male,1,own,little,moderate,1301,18,radio/TV,good,72.27777777777777
28,male,2,own,moderate,rich,1323,6,car,good,220.5
27,female,2,own,little,little,3123,24,car,bad,130.125
42,male,2,free,little,little,5493,36,car,good,152.58333333333334
49,male,2,own,moderate,rich,1126,9,radio/TV,good,125.11111111111111
38,male,2,own,moderate,moderate,1216,24,radio/TV,bad,50.666666666666664
24,female,2,rent,little,little,1207,24,car,bad,50.291666666666664
27,male,1,own,unknown,unknown,1309,10,car,bad,130.9
36,male,2,own,quite rich,rich,2360,15,car,good,157.33333333333334
34,male,3,own,moderate,moderate,6850,15,car,bad,456.6666666666667
28,male,2,own,little,unknown,1413,24,radio/TV,good,58.875
45,male,3,own,moderate,unknown,8588,39,car,good,220.2051282051282
26,male,2,own,little,little,759,12,car,bad,63.25
32,male,3,free,little,unknown,4686,36,car,good,130.16666666666666
26,male,2,rent,little,rich,2687,15,business,good,179.13333333333333
20,male,2,rent,little,moderate,585,12,radio/TV,good,48.75
54,male,2,own,unknown,unknown,2255,24,car,good,93.95833333333333
37,female,2,own,little,little,609,6,car,good,101.5
40,male,1,own,little,little,1361,6,car,good,226.83333333333334
23,female,2,rent,little,unknown,7127,36,furniture/equipment,bad,197.97222222222223
43,male,2,own,moderate,little,1203,6,car,good,200.5
36,male,2,free,unknown,unknown,700,6,radio/TV,good,116.66666666666667
44,male,2,free,little,unknown,5507,24,repairs,good,229.45833333333334
24,female,2,own,little,little,3190,18,radio/TV,bad,177.22222222222223
53,male,2,free,little,little,7119,48,furniture/equipment,bad,148.3125
23,female,2,own,moderate,unknown,3488,24,car,good,145.33333333333334
26,female,1,own,little,moderate,1113,18,radio/TV,good,61.833333333333336
30,male,2,own,little,moderate,7966,26,car,good,306.38461538461536
31,female,2,own,moderate,unknown,1532,15,education,good,102.13333333333334
42,male,1,own,little,unknown,1503,4,radio/TV,good,375.75
31,male,2,rent,little,little,2302,36,radio/TV,bad,63.94444444444444
41,male,1,own,little,little,662,6,car,good,110.33333333333333
32,male,2,own,little,moderate,2273,36,education,good,63.138888888888886
28,female,2,rent,moderate,moderate,2631,15,car,bad,175.4
41,male,2,rent,little,unknown,1503,12,car,good,125.25
26,male,2,own,moderate,unknown,1311,24,radio/TV,good,54.625
25,male,2,own,unknown,unknown,3105,24,radio/TV,good,129.375
33,male,2,rent,little,rich,2319,21,education,bad,110.42857142857143
75,female,3,own,unknown,little,1374,6,car,good,229.0
37,female,2,own,little,moderate,3612,18,furniture/equipment,good,200.66666666666666
42,male,3,free,little,little,7763,48,car,bad,161.72916666666666
45,female,1,own,little,rich,3049,18,furniture/equipment,good,169.38888888888889
23,male,2,rent,little,moderate,1534,12,radio/TV,bad,127.83333333333333
60,male,2,free,little,unknown,2032,24,car,good,84.66666666666667
31,male,2,own,unknown,little,6350,30,furniture/equipment,bad,211.66666666666666
34,male,1,own,little,rich,2864,18,furniture/equipment,bad,159.11111111111111
61,male,1,own,little,unknown,1255,12,car,good,104.58333333333333
43,male,2,free,little,little,1333,24,car,bad,55.541666666666664
37,female,2,own,little,unknown,2022,24,car,good,84.25
32,male,2,own,little,unknown,1552,24,radio/TV,good,64.66666666666667
24,female,1,own,little,little,626,12,radio/TV,bad,52.166666666666664
35,male,2,free,unknown,unknown,8858,48,car,good,184.54166666666666
23,female,2,own,unknown,unknown,996,12,repairs,good,83.0
45,male,1,own,quite rich,unknown,1750,6,radio/TV,good,291.6666666666667
34,male,2,own,little,little,6999,48,radio/TV,bad,145.8125
27,male,2,own,moderate,moderate,1995,12,car,good,166.25
67,female,3,own,little,moderate,1199,9,education,good,133.22222222222223
22,male,2,own,little,moderate,1331,12,radio/TV,bad,110.91666666666667
28,female,2,own,moderate,moderate,2278,18,car,bad,126.55555555555556
29,female,2,own,unknown,unknown,5003,21,car,bad,238.23809523809524
27,male,2,own,little,little,3552,24,furniture/equipment,bad,148.0
31,male,1,own,little,moderate,1928,18,furniture/equipment,bad,107.11111111111111
49,male,2,free,unknown,little,2964,24,car,good,123.5
24,male,1,rent,little,little,1546,24,radio/TV,bad,64.41666666666667
29,female,2,own,little,rich,683,6,radio/TV,good,113.83333333333333
37,male,2,free,unknown,moderate,12389,36,car,bad,344.1388888888889
37,male,3,own,unknown,moderate,4712,24,business,good,196.33333333333334
23,female,2,rent,moderate,moderate,1553,24,radio/TV,good,64.70833333333333
36,male,2,own,little,little,1372,12,car,bad,114.33333333333333
34,male,2,own,rich,unknown,2578,24,radio/TV,good,107.41666666666667
41,male,2,own,unknown,moderate,3979,48,radio/TV,good,82.89583333333333
31,female,2,own,little,little,6758,48,radio/TV,bad,140.79166666666666
23,female,1,rent,little,little,3234,24,furniture/equipment,bad,134.75
38,male,2,own,little,unknown,5954,30,radio/TV,good,198.46666666666667
26,female,3,rent,unknown,unknown,5433,24,car,good,226.375
22,female,1,own,little,little,806,15,business,good,53.733333333333334
27,male,1,own,little,moderate,1082,9,radio/TV,good,120.22222222222223
24,female,2,own,little,unknown,2788,15,furniture/equipment,good,185.86666666666667
27,female,2,own,little,moderate,2930,12,radio/TV,good,244.16666666666666
33,female,2,own,unknown,unknown,1927,24,education,good,80.29166666666667
27,male,2,own,little,moderate,2820,36,car,bad,78.33333333333333
27,male,1,own,little,unknown,937,24,education,good,39.041666666666664
30,male,2,own,little,moderate,1056,18,car,bad,58.666666666666664
49,male,1,own,little,moderate,3124,12,car,good,260.3333333333333
26,female,2,rent,little,unknown,1388,9,furniture/equipment,good,154.22222222222223
33,male,1,rent,little,moderate,2384,36,repairs,bad,66.22222222222223
52,female,3,free,unknown,unknown,2133,12,car,good,177.75
20,female,2,rent,little,little,2039,18,furniture/equipment,bad,113.27777777777777
36,male,2,rent,little,little,2799,9,car,good,311.0
21,male,1,own,little,little,1289,12,furniture/equipment,good,107.41666666666667
47,male,1,own,little,little,1217,18,domestic appliances,bad,67.61111111111111
60,male,2,own,little,little,2246,12,furniture/equipment,bad,187.16666666666666
58,female,1,own,little,little,385,12,radio/TV,good,32.083333333333336
42,female,2,rent,unknown,moderate,1965,24,car,good,81.875
36,female,1,own,rich,unknown,1572,21,business,good,74.85714285714286
20,female,1,rent,little,moderate,2718,24,car,bad,113.25
40,male,3,own,unknown,little,1358,24,vacation/others,bad,56.583333333333336
32,female,1,own,moderate,moderate,931,6,car,bad,155.16666666666666
23,female,2,rent,little,little,1442,24,car,bad,60.083333333333336
36,male,1,own,little,moderate,4241,24,business,bad,176.70833333333334
31,male,2,own,little,unknown,2775,18,car,bad,154.16666666666666
32,male,2,free,little,unknown,3863,24,business,good,160.95833333333334
45,female,2,own,little,moderate,2329,7,radio/TV,good,332.7142857142857
30,female,2,own,little,moderate,918,9,furniture/equipment,bad,102.0
34,female,1,free,little,moderate,1837,24,education,bad,76.54166666666667
28,female,3,own,little,unknown,3349,36,furniture/equipment,bad,93.02777777777777
23,female,2,own,little,rich,1275,10,furniture/equipment,good,127.5
22,male,2,own,quite rich,little,2828,24,furniture/equipment,good,117.83333333333333
74,male,3,own,little,unknown,4526,24,business,good,188.58333333333334
50,female,2,free,moderate,moderate,2671,36,radio/TV,bad,74.19444444444444
33,male,2,own,little,unknown,2051,18,radio/TV,good,113.94444444444444
45,male,2,free,unknown,unknown,1300,15,car,good,86.66666666666667
22,female,2,own,moderate,little,741,12,domestic appliances,bad,61.75
48,female,1,free,moderate,rich,1240,10,car,bad,124.0
29,female,2,own,rich,little,3357,21,radio/TV,good,159.85714285714286
22,female,2,rent,little,little,3632,24,car,good,151.33333333333334
22,female,2,own,little,unknown,1808,18,furniture/equipment,bad,100.44444444444444
48,male,3,own,unknown,moderate,12204,48,business,good,254.25
27,male,3,free,unknown,moderate,9157,60,radio/TV,good,152.61666666666667
37,male,2,rent,little,little,3676,6,car,good,612.6666666666666
21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,bad,114.7
49,male,1,own,little,unknown,640,12,car,good,53.333333333333336
27,male,2,own,little,moderate,3652,21,business,good,173.9047619047619
32,male,2,own,little,unknown,1530,18,car,bad,85.0
38,male,2,own,unknown,unknown,3914,48,business,bad,81.54166666666667
22,female,2,rent,little,little,1858,12,furniture/equipment,good,154.83333333333334
65,male,2,free,little,little,2600,18,radio/TV,bad,144.44444444444446
35,male,2,own,unknown,unknown,1979,15,radio/TV,good,131.93333333333334
41,male,2,own,little,rich,2116,6,furniture/equipment,good,352.6666666666667
29,male,2,own,moderate,moderate,1437,9,car,bad,159.66666666666666
36,male,2,own,quite rich,unknown,4042,42,furniture/equipment,good,96.23809523809524
64,male,1,own,unknown,unknown,3832,9,education,good,425.77777777777777
28,female,2,own,little,little,3660,24,radio/TV,good,152.5
44,male,2,own,little,little,1553,18,furniture/equipment,bad,86.27777777777777
23,male,2,own,unknown,moderate,1444,15,radio/TV,good,96.26666666666667
19,female,2,rent,little,unknown,1980,9,furniture/equipment,bad,220.0
25,female,1,own,little,moderate,1355,24,car,bad,56.458333333333336
47,male,2,own,little,unknown,1393,12,education,good,116.08333333333333
28,female,2,own,quite rich,unknown,1376,24,radio/TV,good,57.333333333333336
21,male,2,own,little,unknown,15653,60,radio/TV,good,260.8833333333333
34,female,2,own,little,unknown,1493,12,radio/TV,good,124.41666666666667
26,male,2,own,little,little,4370,42,radio/TV,bad,104.04761904761905
27,female,0,own,little,little,750,18,education,bad,41.666666666666664
38,male,1,own,little,moderate,1308,15,repairs,good,87.2
40,male,3,own,moderate,unknown,4623,15,education,bad,308.2
33,male,2,own,little,unknown,1851,24,radio/TV,good,77.125
32,male,3,own,little,little,1880,18,radio/TV,good,104.44444444444444
27,male,2,rent,unknown,unknown,7980,36,business,bad,221.66666666666666
32,male,2,own,little,little,4583,30,furniture/equipment,good,152.76666666666668
26,female,2,own,quite rich,unknown,1386,12,car,bad,115.5
38,male,2,free,little,rich,947,24,car,bad,39.458333333333336
40,male,1,rent,little,little,684,12,education,bad,57.0
50,male,3,free,little,little,7476,48,education,good,155.75
37,male,1,own,little,moderate,1922,12,furniture/equipment,bad,160.16666666666666
45,male,2,own,little,little,2303,24,car,bad,95.95833333333333
42,male,3,own,moderate,moderate,8086,36,car,bad,224.61111111111111
35,male,2,own,little,unknown,2346,24,car,good,97.75
22,male,2,free,little,little,3973,14,car,good,283.7857142857143
41,male,1,own,little,moderate,888,12,car,bad,74.0
37,male,2,own,unknown,unknown,10222,48,radio/TV,good,212.95833333333334
28,female,2,own,little,moderate,4221,30,business,good,140.7
41,male,2,own,little,moderate,6361,18,furniture/equipment,good,353.3888888888889
23,male,2,rent,little,rich,1297,12,radio/TV,good,108.08333333333333
23,male,2,own,unknown,little,900,12,car,bad,75.0
50,male,2,own,little,unknown,2241,21,furniture/equipment,good,106.71428571428571
35,male,3,own,little,moderate,1050,6,furniture/equipment,good,175.0
50,female,1,own,little,rich,1047,6,education,good,174.5
27,male,3,own,little,unknown,6314,24,vacation/others,good,263.0833333333333
34,male,2,own,rich,moderate,3496,30,furniture/equipment,good,116.53333333333333
27,female,2,own,little,unknown,3609,48,business,good,75.1875
43,male,2,rent,little,little,4843,12,car,bad,403.5833333333333
47,male,2,own,little,rich,3017,30,radio/TV,good,100.56666666666666
27,male,1,own,moderate,unknown,4139,24,business,good,172.45833333333334
31,male,2,own,moderate,unknown,5742,36,business,good,159.5
42,male,3,own,little,unknown,10366,60,car,good,172.76666666666668
24,male,2,own,quite rich,unknown,2080,6,car,good,346.6666666666667
41,male,1,own,quite rich,unknown,2580,21,business,bad,122.85714285714286
26,female,3,rent,little,unknown,4530,30,radio/TV,good,151.0
33,male,2,own,little,unknown,5150,24,furniture/equipment,good,214.58333333333334
24,male,2,own,moderate,moderate,5595,72,radio/TV,bad,77.70833333333333
64,male,1,rent,little,little,2384,24,radio/TV,good,99.33333333333333
26,female,2,own,little,unknown,1453,18,radio/TV,good,80.72222222222223
56,female,2,own,little,unknown,1538,6,education,good,256.3333333333333
37,male,2,free,unknown,unknown,2279,12,radio/TV,good,189.91666666666666
33,male,2,own,little,unknown,1478,15,radio/TV,good,98.53333333333333
47,male,2,free,little,unknown,5103,24,radio/TV,good,212.625
31,male,1,own,moderate,moderate,9857,36,business,good,273.80555555555554
34,male,2,free,unknown,unknown,6527,60,car,good,108.78333333333333
27,male,2,own,unknown,rich,1347,10,radio/TV,good,134.7
30,male,2,free,moderate,moderate,2862,36,car,good,79.5
35,male,2,own,moderate,unknown,2753,9,radio/TV,good,305.8888888888889
31,male,2,own,rich,little,3651,12,car,good,304.25
25,male,2,own,little,little,975,15,furniture/equipment,good,65.0
25,female,1,own,moderate,moderate,2631,15,repairs,good,175.4
29,male,2,own,moderate,moderate,2896,24,radio/TV,good,120.66666666666667
44,male,1,own,unknown,little,4716,6,car,good,786.0
28,male,2,own,little,unknown,2284,24,radio/TV,good,95.16666666666667
50,male,2,rent,quite rich,unknown,1236,6,car,good,206.0
29,male,2,own,little,moderate,1103,12,radio/TV,good,91.91666666666667
38,female,0,own,little,unknown,926,12,car,good,77.16666666666667
24,male,2,own,little,unknown,1800,18,radio/TV,good,100.0
40,male,3,rent,little,rich,1905,15,education,good,127.0
29,female,1,rent,quite rich,unknown,1123,12,furniture/equipment,bad,93.58333333333333
46,male,2,free,little,little,6331,48,car,bad,131.89583333333334
47,female,2,free,moderate,rich,1377,24,radio/TV,good,57.375
41,male,2,own,moderate,moderate,2503,30,business,good,83.43333333333334
32,female,2,own,little,moderate,2528,27,business,good,93.62962962962963
35,female,2,free,quite rich,unknown,5324,15,car,good,354.93333333333334
24,male,2,own,moderate,moderate,6560,48,car,bad,136.66666666666666
25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad,247.41666666666666
25,female,2,own,little,moderate,1206,9,radio/TV,good,134.0
37,male,1,own,little,moderate,2118,9,radio/TV,good,235.33333333333334
32,male,3,own,quite rich,unknown,629,18,radio/TV,good,34.94444444444444
35,female,2,free,little,little,1198,6,education,bad,199.66666666666666
46,male,3,own,unknown,unknown,2476,21,car,good,117.9047619047619
25,male,1,own,little,little,1138,9,radio/TV,good,126.44444444444444
27,male,3,own,little,moderate,14027,60,car,bad,233.78333333333333
63,male,2,own,unknown,unknown,7596,30,car,good,253.2
40,male,2,own,unknown,unknown,3077,30,radio/TV,good,102.56666666666666
32,male,3,free,little,unknown,1505,18,radio/TV,good,83.61111111111111
31,male,2,own,unknown,rich,3148,24,radio/TV,good,131.16666666666666
31,male,2,own,moderate,moderate,6148,20,car,good,307.4
34,male,3,own,little,rich,1337,9,radio/TV,bad,148.55555555555554
24,female,2,rent,rich,moderate,433,6,education,bad,72.16666666666667
24,female,1,own,little,little,1228,12,car,bad,102.33333333333333
66,female,1,own,quite rich,moderate,790,9,radio/TV,good,87.77777777777777
21,female,2,rent,little,unknown,2570,27,car,bad,95.18518518518519
41,female,1,own,rich,unknown,250,6,car,good,41.666666666666664
47,male,1,own,quite rich,unknown,1316,15,radio/TV,good,87.73333333333333
25,female,2,rent,little,little,1882,18,radio/TV,bad,104.55555555555556
59,female,2,rent,little,moderate,6416,48,business,bad,133.66666666666666
36,male,2,own,rich,rich,1275,24,business,good,53.125
33,male,2,own,little,moderate,6403,24,radio/TV,good,266.7916666666667
21,male,1,rent,little,little,1987,24,radio/TV,bad,82.79166666666667
44,female,1,own,little,moderate,760,8,radio/TV,good,95.0
28,female,2,rent,rich,unknown,2603,24,car,good,108.45833333333333
37,female,2,own,little,unknown,3380,4,car,good,845.0
29,female,0,own,unknown,moderate,3990,36,domestic appliances,good,110.83333333333333
23,female,3,rent,little,moderate,11560,24,car,bad,481.6666666666667
35,male,1,own,moderate,little,4380,18,car,good,243.33333333333334
45,male,3,own,little,unknown,6761,6,car,good,1126.8333333333333
26,female,1,rent,moderate,moderate,4280,30,business,bad,142.66666666666666
32,male,2,own,moderate,little,2325,24,car,good,96.875
23,male,1,own,little,moderate,1048,10,radio/TV,good,104.8
41,male,2,own,unknown,unknown,3160,21,radio/TV,good,150.47619047619048
22,male,2,own,quite rich,little,2483,24,furniture/equipment,good,103.45833333333333
30,male,3,own,unknown,little,14179,39,furniture/equipment,good,363.56410256410254
28,male,1,own,little,little,1797,13,business,good,138.23076923076923
23,female,2,rent,little,little,2511,15,car,good,167.4
37,female,1,own,little,little,1274,12,car,bad,106.16666666666667
26,male,2,own,unknown,unknown,5248,21,car,good,249.9047619047619
33,male,2,own,little,unknown,3029,15,car,good,201.93333333333334
49,female,2,own,little,little,428,6,furniture/equipment,good,71.33333333333333
23,female,1,own,little,little,976,18,car,bad,54.22222222222222
23,female,1,rent,moderate,moderate,841,12,business,good,70.08333333333333
25,female,2,own,little,unknown,5771,30,radio/TV,good,192.36666666666667
55,male,2,free,rich,unknown,1555,12,repairs,bad,129.58333333333334
32,female,2,rent,unknown,little,1285,24,car,bad,53.541666666666664
74,male,0,own,little,rich,1299,6,car,good,216.5
39,male,2,free,unknown,rich,1271,15,radio/TV,bad,84.73333333333333
31,male,2,own,little,unknown,1393,24,car,good,58.041666666666664
35,male,2,own,little,little,691,12,car,bad,57.583333333333336
59,female,2,own,unknown,unknown,5045,15,car,good,336.3333333333333
24,female,2,rent,little,little,2124,18,furniture/equipment,bad,118.0
24,male,1,own,little,little,2214,12,radio/TV,good,184.5
30,male,3,free,unknown,unknown,12680,21,car,bad,603.8095238095239
27,male,2,own,moderate,unknown,2463,24,car,good,102.625
40,male,1,own,little,moderate,1155,12,radio/TV,good,96.25
31,male,1,own,little,little,3108,30,furniture/equipment,bad,103.6
31,female,2,rent,unknown,unknown,2901,10,car,good,290.1
28,male,2,rent,little,moderate,3617,12,furniture/equipment,good,301.4166666666667
63,male,1,own,little,unknown,1655,12,radio/TV,good,137.91666666666666
26,female,2,rent,unknown,little,2812,24,car,good,117.16666666666667
25,female,3,own,little,little,8065,36,education,bad,224.02777777777777
36,male,3,own,little,unknown,3275,21,car,good,155.95238095238096
52,male,2,own,moderate,unknown,2223,24,radio/TV,good,92.625
66,male,0,free,quite rich,rich,1480,12,car,good,123.33333333333333
25,female,2,rent,unknown,little,1371,24,car,bad,57.125
37,male,2,own,little,unknown,3535,36,car,good,98.19444444444444
25,female,2,own,little,little,3509,18,radio/TV,good,194.94444444444446
38,male,3,own,rich,unknown,5711,36,car,good,158.63888888888889
67,female,2,own,little,moderate,3872,18,repairs,good,215.11111111111111
25,male,2,own,little,moderate,4933,39,radio/TV,bad,126.48717948717949
60,male,2,own,rich,unknown,1940,24,car,good,80.83333333333333
31,male,1,own,little,moderate,1410,12,education,good,117.5
23,female,1,own,moderate,moderate,836,12,car,bad,69.66666666666667
60,male,3,own,unknown,moderate,6468,20,car,good,323.4
35,male,1,own,rich,moderate,1941,18,business,good,107.83333333333333
40,male,2,own,quite rich,unknown,2675,22,radio/TV,good,121.5909090909091
38,male,2,own,unknown,unknown,2751,48,car,good,57.3125
50,male,2,free,little,moderate,6224,48,education,bad,129.66666666666666
27,male,2,own,little,little,5998,40,education,bad,149.95
39,female,2,own,little,moderate,1188,21,business,bad,56.57142857142857
41,male,3,own,unknown,unknown,6313,24,car,good,263.0416666666667
27,male,2,own,unknown,unknown,1221,6,furniture/equipment,good,203.5
51,male,2,free,little,rich,2892,24,furniture/equipment,good,120.5
32,male,2,rent,quite rich,unknown,3062,24,furniture/equipment,good,127.58333333333333
22,female,2,rent,moderate,unknown,2301,9,furniture/equipment,good,255.66666666666666
51,male,2,free,unknown,little,7511,18,car,bad,417.27777777777777
22,female,1,rent,little,unknown,1258,12,furniture/equipment,good,104.83333333333333
54,male,2,own,unknown,unknown,717,24,car,good,29.875
35,male,0,own,unknown,moderate,1549,9,car,good,172.11111111111111
54,male,2,free,little,unknown,1597,24,education,good,66.54166666666667
48,female,1,rent,little,moderate,1795,18,radio/TV,good,99.72222222222223
24,female,2,own,little,little,4272,20,furniture/equipment,good,213.6
35,male,2,own,unknown,unknown,976,12,radio/TV,good,81.33333333333333
24,female,0,rent,unknown,moderate,7472,12,car,good,622.6666666666666
24,male,2,own,little,little,9271,36,car,bad,257.52777777777777
26,male,1,own,little,moderate,590,6,radio/TV,good,98.33333333333333
65,male,2,own,unknown,unknown,930,12,radio/TV,good,77.5
55,male,3,free,little,moderate,9283,42,car,good,221.02380952380952
26,female,0,rent,little,moderate,1778,15,car,bad,118.53333333333333
26,male,2,own,little,moderate,907,8,business,good,113.375
28,male,1,own,little,moderate,484,6,radio/TV,good,80.66666666666667
24,male,2,own,little,little,9629,36,car,bad,267.47222222222223
54,male,2,own,little,little,3051,48,domestic appliances,bad,63.5625
46,male,2,free,little,little,3931,48,car,bad,81.89583333333333
54,female,2,rent,little,moderate,7432,36,car,good,206.44444444444446
62,male,2,own,quite rich,unknown,1338,6,domestic appliances,good,223.0
24,female,2,rent,little,unknown,1554,6,radio/TV,good,259.0
43,male,3,own,little,little,15857,36,vacation/others,good,440.47222222222223
26,male,2,own,little,little,1345,18,radio/TV,bad,74.72222222222223
27,male,2,own,little,unknown,1101,12,car,good,91.75
24,male,2,own,little,rich,3016,12,radio/TV,good,251.33333333333334
41,male,2,own,little,little,2712,36,furniture/equipment,bad,75.33333333333333
47,male,1,own,little,little,731,8,car,good,91.375
35,male,3,own,little,unknown,3780,18,furniture/equipment,good,210.0
30,male,2,own,little,little,1602,21,car,good,76.28571428571429
33,female,2,rent,little,little,3966,18,car,bad,220.33333333333334
36,male,2,own,little,unknown,4165,18,business,bad,231.38888888888889
47,male,2,free,unknown,little,8335,36,car,bad,231.52777777777777
38,male,2,free,unknown,moderate,6681,48,business,good,139.1875
44,male,2,own,quite rich,unknown,2375,24,business,good,98.95833333333333
23,female,2,rent,little,little,1216,18,car,bad,67.55555555555556
29,male,2,rent,little,little,11816,45,business,bad,262.5777777777778
42,female,2,own,unknown,moderate,5084,24,radio/TV,good,211.83333333333334
25,female,1,own,little,rich,2327,15,radio/TV,bad,155.13333333333333
48,male,2,own,little,little,1082,12,car,bad,90.16666666666667
21,female,2,own,unknown,unknown,886,12,radio/TV,good,73.83333333333333
23,female,1,rent,little,unknown,601,4,furniture/equipment,good,150.25
63,male,2,own,little,little,2957,24,car,good,123.20833333333333
46,male,2,own,little,unknown,2611,24,radio/TV,good,108.79166666666667
29,male,2,own,little,little,5179,36,furniture/equipment,bad,143.86111111111111
28,male,1,own,little,unknown,2993,21,car,good,142.52380952380952
23,female,2,own,little,unknown,1943,18,repairs,bad,107.94444444444444
50,male,2,own,little,unknown,1559,24,business,good,64.95833333333333
47,male,2,own,little,unknown,3422,18,furniture/equipment,good,190.11111111111111
35,male,2,own,unknown,moderate,3976,21,furniture/equipment,good,189.33333333333334
68,male,2,rent,unknown,unknown,6761,18,car,bad,375.6111111111111
28,male,2,own,little,unknown,1249,24,car,good,52.041666666666664
